Customer ID: 00007d2de826758b65a93dd24ce629ed66842531df6699338c5570910a014cc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 32.0 years.
Customer ID: 0f5f834f2b5a220415b54b8bed7c945b7681033a96a13b11d11a82f3298c1009, Fashion News Subscription: Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 0f705534b5232fc4fa737b76c709c99e9d36f9d26de7ee4c29af83f721ff6df9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 21.0 years.
Customer ID: 0f7a4b703e594f5a52c27f5e4bb8c015d1b6d2f60da759654a1f4e24713d85a8, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 0f7c23ef284b58a559595a93ed7609a84e1277cf52a2a27ec67f397d427b3b2b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0f7fee6ead85f0bc6d2947857c3549e8b0fd1ebbc1870cfe824ee152d9c1073f, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 22.0 years.
Customer ID: 0f8dd64476c5d7de6e5fb8a4ed9a484add9fda14492428d171251aae75b92780, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 51.0 years.
Customer ID: 0f954b6154cdd4640a7f4102a0463eef612883699d5d20b6a216e4fc7241bbaf, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
Customer ID: 0fa593da23928fc57bd40d155899e618c0d549e1417ad2e590e4a3183758e57d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0fb9fee6244a099ca3d16a7c9f3c1e42ea43c3ba0799018a8aba09e0e36eb5f9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 0fc6a8c1b87b5a2fbdc64eb9d3d11d246ee55a22f408d104c84a61f488c4dbea, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 0fd4835666153d82838b3bccd0e9e73066e26329e455170b392915fc0a6e97c7, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 0fdacb710e103a338cb4583dd8a8e572fc654264a6ff950eb30ae25acd2d21be, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 0fdb2c90848901f1492b69bc843afc80ad05678214ae0b6a53dcf420b895fab1, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 0fdb3971e382e3d237b3dd8761dc7026c3888bcea0068ae963e9cbad33cf8670, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 37.0 years.
Customer ID: 0fdc6e3a5a583209e49fb1272c717a8079a36599c4936a24a2a7bfd5d3369031, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 0fe8454615db17404db3eed2ae4c8610ba1602d47e57f48e53af2b41fd388dab, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 24.0 years.
Customer ID: 0ff81aed33add0d2938b7339ee6c9bb8aa0e6da6072b82e15edc35eb82f8f380, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 63.0 years.
Customer ID: 0ff90030318cfb420c2ebe9e875dcb6c4bfb8fae3a7d1d517ce4a406e9dca7b1, Fashion News Subscription: Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 0fff43dd7477ebecdbbe41c6c98f4755bf7a274a8f419a3f2fbdb5b4fcc68ea5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 55.0 years.
Customer ID: 10000c31dbb04865f2a2cf0ac4715129a7759adc4b432fc00a5e9b1c9aa4debf, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 1006fa0cbd5d41beb2008d587efc4f5a13600f1bc4e98d3fe770b49271bd741c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 10112edae095691f69a9d7d8c6eea701aff3a91fcc441c9c69c8dd88847e28e9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 21.0 years.
Customer ID: 102b78267df2dbc2dd72f5dbc682d9ec85afab660859891a784a8bf6e8efee1e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 1035a982b5b7538f7b6cb094a02f32a6822fbdcb5689e14d866f5e7088dc0052, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 45.0 years.
Customer ID: 1035bd50ea1c9f9872c632e3c42c83bbb9f65e1764678b03b197212c5650cc9c, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 34.0 years.
Customer ID: 103ca43805d50c3684101c67a5fc1531f82872d732d2295ce4249ad4afe7bed2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 1047c39336ba1e1205c108085d1bdf35d712a70a70dbb38d6e3c84e5d28be85c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 48.0 years.
Customer ID: 104cf4fb2bdf00c1cbd252feb71d85b4efe51a6d88df7b90dd67db1b37638e8a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 22.0 years.
Customer ID: 104dddd377a3542da33552b3a65752d03e196b4fdf8f3650974546eb449db0ff, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 23.0 years.
Customer ID: 1073a5d0cbb0f752878d54fefd734b3e146980b7610b35144cabc1c309d6f53c, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 10757a06fcfc2c8fb71902737538367d7f3ca5b8c02bd879e6e55c05a38e6724, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 107b26eba2bdd09cab14f057f23e5103bbd5cfe75353280b19a08ada83b90691, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 21.0 years.
Customer ID: 107b9803a3f38f5d197e9acbfcf81b5e88971bf8a5f4e3abb7fabd3a29ffe69e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 48.0 years.
Customer ID: 107d5d1d64d4e752fe9e041aec2284aa3af285fa3ad7171a50270bc30a140c20, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 47.0 years.
Customer ID: 1082a9c4f80003e52b94bee90edb3a6db97a67a613a6ae44f549249ba0b8e8fe, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 28.0 years.
Customer ID: 108b0861179aba01b2c0b062cdc6baf96c98773549b8c5da1a046d18ea442620, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 62.0 years.
Customer ID: 10933a58d94dec783b786926f86495e8802d46dfb3180a8981af69492baac6f3, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 19.0 years.
Customer ID: 10ac28e8138a56d2824694e2b34b0ead93038c30fd2fa548a3a837510ef46772, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 50.0 years.
Customer ID: 10b1a09f8dce0dc27d64d35f368d57e3f914236b20b6fbab945ca3267a9aa4d6, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 47.0 years.
Customer ID: 10b8f111f570087cd110593178e5915efc79e43029ca815e7304199e1e80bf74, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 26.0 years.
Customer ID: 10d6277f4cabe3af27e48269c2e6e17c71bf3842889a107523b09d7df7f069a0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 10d78bc2512d7518a508392a914047a365b202c883150832134505356506c96e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 10dd9d402c8a3e406d7c451bd7941ca288e5a3284ec264b5d96eb0032480322e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 10df99719e07470f25b75dee04bb8eb541398a680e57d682d2ed29d6c66a6dd0, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 55.0 years.
Customer ID: 10eb8a377f54582a9e62412a6577f4ef8fdadff486c711dff254635e0aeb9ff2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: , Age: 38.0 years.
Customer ID: 10ee1f7ea2b5c8de6420e3e68bb875bdf03ba4ffa66e34bd6dd83a856d45db65, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 41.0 years.
Customer ID: 10f570ced909001887d33d1d01d8ad93f261a4c35cd47432b2d9ff7577996d3a, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 10fe7979562711dc04350bbee22dbdf61d9af067c5fdf9aae2b49bdae9fb4dab, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 1100ed19de794d34c469416cf7cedc7329d31626449669a4d2b24539749b47c0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: PRE-CREATE, Fashion News Frequency: NONE, Age: 42.0 years.
Customer ID: 1102f7621d82feb6eb0aa2445163796957ba7ea34acda8ec2a68438e21000356, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
Customer ID: 110c9c6bc298b008c4cdecc7790c6a6483d124bde650bcc90eda0b1d36852963, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 110e589639176efe4e5dc84ebaad5097fdffbbc09e63f00d079c0b74d279e5bb, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 28.0 years.
Customer ID: 111949c15e38ed23975231c77bb0e8940d7815d5e09b9cd4bca874d1534c2894, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 24.0 years.
Customer ID: 111ae0a7d93adb9b74b4bfee140fa91737db19f4037e16e2303a5596ab691d70, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 20.0 years.
Customer ID: 111ecc687ceeac58a8409bf609992d17e9e05bee7ce4eb76437eb151b244ddf0, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 25.0 years.
Customer ID: 1128da42761ec8979c9369a00355cfeb3bfff483092ab628019d51011fec482a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 1137f75b53f4652386109f02f130c1358a5b0e3861a8e84c83ee06d2c370749b, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 30.0 years.
Customer ID: 1139b52dad4297eb85dbf17e066659ad9ee68684d71de2ffb303956024850cce, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 64.0 years.
Customer ID: 1143a7ee05a7f23bafaa0e838e7fb9ba66c905ea23dc1cd085e2bebc80fa3261, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 45.0 years.
Customer ID: 1144ec0394a4c4a367f3f956e15f8855ad057cc7da0971c28c148791ec62afa2, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 67.0 years.
Customer ID: 114684006350ea4c88eb9045b5cda39b85b5b06b96419cb21fff1a3f8ce1e409, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: PRE-CREATE, Fashion News Frequency: NONE, Age: 56.0 years.
Customer ID: 1148eb42951bcb74b959d67ce3cfd81e2718f6384b6baed0c81804d0841d2308, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 65.0 years.
Customer ID: 1149f080adcb2a6a4789cf1a96241af3b690ba697d1e2132055e7c16c3478162, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 23.0 years.
Customer ID: 1161772579b6a0782e249535e84c7b4e7aa15c696966ba59f142447353719f4a, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 45.0 years.
Customer ID: 1163430eea3fde97c78769b24b9b6850d3a3731c90a1e6fdd7ccd495686db9c1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 1173ff0cb30f5a90d1e55b4690a2d21f32dcd85d88fb599e25ee501a61360aec, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 52.0 years.
Customer ID: 11903467509ec975b4c4fe728d6b056a0a7767bf5171b2608aa9b122d42ade3b, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 44.0 years.
Customer ID: 119414502d7a5bc5f0ff82f7fb47b6a6bfc2e6b841fab4cee4cc1dfd2f6bcda1, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 39.0 years.
Customer ID: 1196c1d96472fde01575370710565851196a4763f7fbfee281d58c2deb381086, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 34.0 years.
Customer ID: 11a825b286e8e6901261d8e43356f178f9a20ec9c8b9fea6445cfd4c3f46b8b6, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 30.0 years.
Customer ID: 11aba6ce0e9e987d41f945668e279cd0ab44f94822c070e229f4abcfe143cdc5, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 11b1b1018558ce62c4e8b30106be9da823b9be3c55a6d634e516409ce63e527d, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 60.0 years.
Customer ID: 11b296788278be522b782e4b89ebaf7bb0f0f97623c89efaa8e37d415832d585, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 59.0 years.
Customer ID: 11cee1f6616dfb05985205467e4b6d3674989726cfdef00ed8d0dabdb62c4748, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 11d0a0bf5e7e9a15d1a9a642ded132de3e25b3ed89e6a66ab0b2c37aed8bbbc9, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 35.0 years.
Customer ID: 11d9707edcc06404037385043253546b4d4f65963974f171ad74246ba8528f02, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 29.0 years.
Customer ID: 11db287133614c0e96908071d01f1bfbee0c75cc6f848c9095b4c6d0ec8f21b6, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: PRE-CREATE, Fashion News Frequency: NONE, Age: 46.0 years.
Customer ID: 11db8becb055bef4f35c294117cdc84e0eabdd84ac33f583fdfe0e55b82ec1ba, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 25.0 years.
Customer ID: 11ddc98c29417e023d820ba1a63eea995454ef986e11940e71bbffdec4f7d75e, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 51.0 years.
Customer ID: 11e9b69f6792440da105a916b43d42daf7b0de7c060137033eda2a54fbc31fc2, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 21.0 years.
Customer ID: 11ef9c9522347edd4f364dff63ce9ee319a7bb75f4f7cf8aace314a66e920fef, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 27.0 years.
Customer ID: 11f43e432512cea4860b2f3bdb9870269a594ce231b84b20d3bc4488adc1afea, Fashion News Subscription: Not Subscribed, Active Status: Not Active, Club Member Status: ACTIVE, Fashion News Frequency: NONE, Age: 32.0 years.
Customer ID: 11f76650276df487de9834485217f74f41722a8a20e9743d5eab20c92bcb30bf, Fashion News Subscription: Subscribed, Active Status: Active, Club Member Status: ACTIVE, Fashion News Frequency: Regularly, Age: 31.0 years.
